E-fields at lambda=
x(nm)   y(nm)    z(nm)  real(Ex)    imag(Ex)    real(Ey)    imag(Ey)    real(Ez)    imag(Ez)    |E|^2
  -0.40265    0.21189    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.21189    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.21189    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.21189    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.21189    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.21189    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.31783   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.31783   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.31783   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.31783   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.31783   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.31783   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.31783    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.31783    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.31783    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.31783    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.31783    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.31783    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.42378   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.42378   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.42378   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.42378   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.42378   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.42378   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.42378    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.42378    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.42378    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.42378    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.42378    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.42378    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.52972   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.52972   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.52972   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.52972   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.52972   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.52972   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.52972    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.52972    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.52972    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.52972    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.52972    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.52972    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.63567   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.63567   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.63567   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.63567   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.63567   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.63567   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.63567    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.63567    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.63567    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.63567    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.63567    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.63567    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.74161   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.74161   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.74161   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.74161   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.74161   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.74161   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.74161    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.74161    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.74161    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.74161    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.74161    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.40265    0.74161    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.74161   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.74161   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.74161   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.74161   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.74161   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.74161   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.74161    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.74161    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.74161    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.74161    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.74161    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.74161    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.63567   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.63567   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.63567   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.63567   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.63567   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.63567   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.63567    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.63567    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.63567    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.63567    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.63567    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.63567    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.52972   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.52972   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.52972   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.52972   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.52972   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.52972   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.52972    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.52972    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.52972    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.52972    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.52972    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.52972    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.42378   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.42378   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.42378   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.42378   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.42378   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.42378   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.42378    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.42378    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.42378    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.42378    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.42378    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.42378    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.31783   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.31783   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.31783   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.31783   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.31783   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.31783   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.31783    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.31783    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.31783    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.31783    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.31783    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.31783    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.21189   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.21189   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.21189   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.21189   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.21189   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.21189   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.21189    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.21189    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.21189    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.21189    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.21189    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.21189    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.10594   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.10594   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.10594   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.10594   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.10594   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.10594   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.10594    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.10594    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.10594    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.10594    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.10594    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223   -0.10594    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.00000   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.00000   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.00000   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.00000   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.00000   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.00000   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.00000    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.00000    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.00000    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.00000    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.00000    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.00000    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.10594   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.10594   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.10594   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.10594   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.10594   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.10594   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.10594    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.10594    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.10594    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.10594    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.10594    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.10594    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.21189   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.21189   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.21189   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.21189   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.21189   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.21189   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.21189    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.21189    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.21189    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.21189    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.21189    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.21189    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.31783   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.31783   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.31783   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.31783   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.31783   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.31783   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.31783    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.31783    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.31783    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.31783    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.31783    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.31783    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.42378   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.42378   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.42378   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.42378   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.42378   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.42378   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.42378    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.42378    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.42378    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.42378    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.42378    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.42378    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.52972   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.52972   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.52972   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.52972   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.52972   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.52972   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.52972    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.52972    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.52972    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.52972    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.52972    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.52972    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.63567   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.63567   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.63567   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.63567   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.63567   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.63567   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.63567    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.63567    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.63567    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.63567    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.63567    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.63567    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.74161   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.74161   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.74161   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.74161   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.74161   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.74161   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.74161    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.74161    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.74161    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.74161    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.74161    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.30223    0.74161    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.74161   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.74161   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.74161   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.74161   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.74161   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.74161   -0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.74161    0.05455    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.74161    0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.74161    0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.74161    0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.74161    0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.74161    0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.63567   -0.60000    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.63567   -0.49091    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.63567   -0.38182    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.63567   -0.27273    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
  -0.20180   -0.63567   -0.16364    0.00000    0.00000    0.00000    0.00000    0.01000    0.00000    0.01000
